ID,the_geom,LAeq (dB)
18,"MULTILINESTRING ((-76.49175134439163 3.4866989121566703, -76.49154165809996 3.48652401571902, -76.49145823098067 3.4864374974860506, -76.49128155393947 3.4864121013233467, -76.49102144578079 3.4864303525435463, -76.4909872550407 3.48643748275309, -76.49076133298138 3.4865957770388665, -76.49050122208277 3.4866984725019092, -76.4904998258728 3.4866988728743853, -76.49028896159608 3.486960271707437, -76.49026014593947 3.4872216763912136, -76.49047474642018 3.4874830889150252, -76.49047473811244 3.4877444945267717, -76.49050118832288 3.4877617909694556, -76.49076129418044 3.487828543639661, -76.49102140410527 3.487766151499678, -76.49104639257084 3.487744512697603, -76.49104640072073 3.4874831070844916, -76.491281523779 3.4873874594543244, -76.49140091830893 3.487221712561722, -76.49154164311764 3.487012888760437, -76.49161212572243 3.486960313488587, -76.49175134439163 3.4866989121566703))",65
19,"MULTILINESTRING ((-76.49076136290284 3.4856448253827534, -76.49098340400342 3.4856532657654116, -76.49102146963187 3.485665636763208, -76.49110799551684 3.4859146753093424, -76.4910214612331 3.4859349383651987, -76.49076135351758 3.4859431320371606, -76.49067688117105 3.485914661673534, -76.4907408786641 3.4856532580872646, -76.49076136290284 3.4856448253827534))",75
20,"MULTILINESTRING ((-76.49414277425282 3.4850930119261183, -76.49388266618843 3.4851225170274174, -76.49385266185128 3.4851305405806103, -76.49385265448123 3.4853919462133316, -76.49362254951316 3.4854542755985305, -76.4934565472767 3.4856533404834336, -76.49340481040163 3.48591474461616, -76.49350631986206 3.4861761531772237, -76.4936225270614 3.4862436732343234, -76.4938826315858 3.4863510366583856, -76.49414273763863 3.4864057429641666, -76.49440284702148 3.486340999757262, -76.49466295817436 3.486210248116791, -76.49468191275066 3.4861761863503755, -76.49470702029205 3.485914781412508, -76.49468966327315 3.4856533753022125, -76.49466297585104 3.4855637805779507, -76.49440287275725 3.485409152753949, -76.49430796734066 3.4853919590652804, -76.49430797458508 3.485130553431593, -76.49414277425282 3.4850930119261183))",60
21,"MULTILINESTRING ((-76.50818856511242 3.485124893777654, -76.50792845882728 3.485051493138166, -76.50766835216245 3.485008970411228, -76.50740824497969 3.4850054532749986, -76.50714813724402 3.485041140447842, -76.50688802906959 3.485105889093066, -76.50682285467515 3.48513082015808, -76.50682285088396 3.485392225811821, -76.5066279156084 3.4855276556235575, -76.50657439511419 3.4856536277924053, -76.50650067585946 3.485915032340796, -76.5064673399653 3.48617643748946, -76.50649229659612 3.486437843511678, -76.50656433644836 3.486699250235748, -76.50662789623365 3.486844523288138, -76.50680614622843 3.486960659458702, -76.50688800186656 3.486990076086691, -76.5071481088102 3.4870487656316103, -76.5074082162263 3.487075787946442, -76.50766832416804 3.487065320981276, -76.50792843257308 3.487019719313688, -76.50813399308001 3.4869606779969153, -76.50818854152782 3.4869301557533294, -76.50831924820454 3.486699274787343, -76.50843031436844 3.4864378705826238, -76.50844865690057 3.486335034307421, -76.50847719728421 3.4861764655383025, -76.50844866172815 3.485957590156476, -76.50844301661063 3.485915059446253, -76.50833829278179 3.485653652434993, -76.50819413969792 3.4853922448917976, -76.50819414311071 3.4851308392366227, -76.50818856511242 3.485124893777654))",60
22,"MULTILINESTRING ((-76.51651199796225 3.4850552145366733, -76.51625189063589 3.4850719266268455, -76.51604407027915 3.4851309098773893, -76.51604406903238 3.4853923155378754, -76.51599178165739 3.4854291894258442, -76.51579866207037 3.48565371998281, -76.51576905460202 3.4859151254894325, -76.5159484179171 3.486176532044853, -76.51599177795228 3.486197018054882, -76.51625188522658 3.486260616488878, -76.51651199280838 3.486260505834903, -76.51661259420061 3.4861765350768716, -76.51677210151 3.4859805791400573, -76.51680670694722 3.485915130217888, -76.51680886257475 3.4856537245687247, -76.51677210314917 3.4855709520302303, -76.5166170444291 3.4853923181224014, -76.51661704551776 3.4851309124617207, -76.51651199796225 3.4850552145366733))",60
23,"MULTILINESTRING ((-76.49700396854358 3.4845023002360485, -76.49725414642636 3.4846078199616994, -76.49726407245295 3.484631148298094, -76.49734797200354 3.4848692279302873, -76.49726406267688 3.4850287131293456, -76.49717133115556 3.4851306291845816, -76.49717132470123 3.485392034823964, -76.49700394472237 3.485460301570485, -76.49674383710493 3.485471334569994, -76.49671051286205 3.4853920232218334, -76.49671051944352 3.4851306175833225, -76.49667600460157 3.484869211065188, -76.49663070271731 3.4846078042694066, -76.4967438628625 3.484446765322315, -76.49700396854358 3.4845023002360485))",75
24,"MULTILINESTRING ((-76.49305842006143 3.484346300732137, -76.49284225469304 3.484525546561769, -76.49280181481048 3.4846076988117876, -76.49281532935063 3.4848691048451217, -76.49284224328831 3.4849153732230675, -76.49310234474584 3.4851128960149578, -76.49336245384592 3.4850480123651835, -76.49349821452242 3.4848691247899066, -76.4934783006934 3.4846077185802433, -76.49336247035137 3.4844730545011116, -76.49316735976436 3.4843463039185187, -76.49310236730113 3.484334628892351, -76.49305842006143 3.484346300732137))",60
25,"MULTILINESTRING ((-76.48972098650364 3.484013336230974, -76.48976701754431 3.484084792869486, -76.48998108415097 3.4843009178665585, -76.49005340456675 3.4843462078528553, -76.49018138247965 3.484607617633597, -76.48998106726128 3.4848242375301988, -76.48982138598977 3.48486901153628, -76.48972095854207 3.4848724360405887, -76.48969508285924 3.484869007389937, -76.48946085589456 3.48473487945051, -76.48920075236934 3.484626136474038, -76.48915767343853 3.484607583932492, -76.48901889593886 3.484346173651737, -76.48911842237662 3.4840847713637992, -76.48920077195473 3.484034351553578, -76.48946088057346 3.4839829600555987, -76.48972098650364 3.484013336230974))",75
26,"MULTILINESTRING ((-76.53133809125615 3.4833009686836105, -76.53133814156449 3.483301019242015, -76.53133816037551 3.4835624249088153, -76.53159820410713 3.483823691352178, -76.5315983396328 3.4838238275513507, -76.53159831006745 3.4840852332155383, -76.53185831724721 3.484346540327767, -76.53185841223076 3.4843466357832518, -76.5321184274866 3.4846079588588608, -76.53211850651218 3.484608038277032, -76.53237853786952 3.484869379434118, -76.5323785988294 3.4848694406967917, -76.53237854091684 3.485113721042667, -76.53211843143114 3.484931381934697, -76.53202285373153 3.484869445109102, -76.53185832218324 3.4847606019946893, -76.53161075595627 3.484608044392344, -76.53159821314229 3.484599549204145, -76.53139265997666 3.4843466412736612, -76.53133810215833 3.484259866743877, -76.53110684098766 3.4840852388657386, -76.53107799278048 3.484048114676131, -76.53090927853486 3.4838238354000794, -76.53089663800343 3.483562429873424, -76.53104254017362 3.483301022588566, -76.53107798449165 3.483301016208782, -76.53133809125615 3.4833009686836105))",65
27,"MULTILINESTRING ((-76.4959876680871 3.483039353777666, -76.49609606831595 3.4827779509581185, -76.4960960750619 3.482516545306042, -76.49599743713067 3.482255137077149, -76.49596359932609 3.4822254560170367, -76.49570349401691 3.4821819333983357, -76.49560786043773 3.4822551268051005, -76.49544338334725 3.482341674836177, -76.49527117782823 3.482516523449619, -76.49527117085483 3.4827779291000525, -76.4951832610666 3.4829318898269546, -76.49512624840939 3.483039330833915, -76.49518325669236 3.483095277982647, -76.49544335826221 3.483288417083115, -76.49570346681303 3.4832194201726927, -76.4959635776005 3.4830627900801594, -76.4959876680871 3.483039353777666))",60
28,"MULTILINESTRING ((-76.49648382020305 3.4819113972230284, -76.4962237183086 3.4817372101162696, -76.49621573682046 3.481732331450102, -76.4959636152967 3.4816097981019625, -76.49570351167328 3.4815083973249537, -76.49559752030576 3.4814709095631686, -76.4954434079985 3.4814110521914077, -76.49518330359311 3.481343022449472, -76.49492319854434 3.481300190406754, -76.4946630907449 3.481358967915499, -76.49449407834771 3.481470879585852, -76.49440297876845 3.481568028126269, -76.49427705443605 3.4817322791918683, -76.49419896308136 3.4819936826558684, -76.4942038153371 3.482255088443451, -76.49422939929369 3.482516494811197, -76.49422939203305 3.482777900459473, -76.4943687027732 3.4830393100036536, -76.49440293732965 3.483069995721652, -76.49466304015424 3.483211082150303, -76.49469529809744 3.483300724705516, -76.49472863159731 3.483562131268508, -76.49468085810206 3.483823535596026, -76.4946630223064 3.4838642519849015, -76.49440291403532 3.483914023045244, -76.49414280813089 3.483877936417077, -76.49400540088271 3.483823516727813, -76.4938827057206 3.483718447637502, -76.49362260207248 3.483605600829433, -76.4933624958622 3.483584211025476, -76.49310238881844 3.4835920137272414, -76.49284228075803 3.483634451769203, -76.49258217073167 3.483742712128216, -76.49248018849464 3.483823472334558, -76.4923220570847 3.483970499045156, -76.49225681022726 3.484084871261596, -76.49219155904595 3.4843462749266143, -76.49219765751442 3.484607680744688, -76.49223899224846 3.4848690876255355, -76.49231128480493 3.4851304954359192, -76.49231127700956 3.4853919010652477, -76.49232201377794 3.4854235146756674, -76.49244077293768 3.485653310584093, -76.49258210689088 3.4859045115168543, -76.49259254720057 3.4859147207487013, -76.49279272021066 3.4861761323220772, -76.4928422045503 3.486239153690961, -76.49310230681732 3.4864212191964983, -76.49311581934813 3.486437547457434, -76.49336241062827 3.4865530231388866, -76.49362251787896 3.4865664733273, -76.49388262563143 3.4865623952746274, -76.49414273363858 3.4865491270125166, -76.49440284198796 3.486523225167505, -76.49459943448937 3.486437589699636, -76.49466295312045 3.4863950562104558, -76.4947847474992 3.486176189182112, -76.49483427090125 3.4859147849112544, -76.49488755861293 3.4856533807391332, -76.49492010103373 3.4853919759955194, -76.49492010810924 3.4851305703605595, -76.49492309510524 3.485124468928739, -76.49518320651794 3.484968859885204, -76.49529958408695 3.484869175017303, -76.4954433182087 3.4847995523320288, -76.49570343024241 3.4846136403570744, -76.49570919815356 3.484607780316257, -76.49596354395267 3.484359223244015, -76.49597726106411 3.4843463817357927, -76.4960760302419 3.4840849786746793, -76.49612186188803 3.4838235742243695, -76.4962236683882 3.483681734630226, -76.496483777056 3.483610213287716, -76.49650281320736 3.4835621784194912, -76.49655219407309 3.4833007740351754, -76.49661291297969 3.483039369935899, -76.49667442208354 3.482777965851094, -76.49667442867002 3.4825165601978982, -76.49664034718505 3.482255153675446, -76.49653757601664 3.4819937453956604, -76.49648382020305 3.4819113972230284))",65
29,"MULTILINESTRING ((-76.50361319832625 3.4814710884140276, -76.50376680850583 3.4813524987763147, -76.50399672841363 3.4812096895842215, -76.50402691740472 3.481199073234545, -76.50428702379946 3.481186691485048, -76.50439809380978 3.4812096965769164, -76.50454712818738 3.4812927744205453, -76.50464383776414 3.481471106447042, -76.50467613107507 3.4817325126657233, -76.50462655870416 3.481993917496274, -76.50454711290851 3.4821974843558055, -76.50448178428971 3.4822553206971354, -76.50428700296563 3.4824005950248744, -76.50402689514846 3.4824754416574923, -76.50376678917756 3.4824437654195566, -76.50350668533866 3.482294553897577, -76.50347410445191 3.482255302900312, -76.50338714776574 3.481993895646593, -76.50343420320597 3.4817324908371945, -76.50350669768804 3.4816079565566316, -76.50361319832625 3.4814710884140276))",75
30,"MULTILINESTRING ((-76.51874210873197 3.481471239579834, -76.5188529698417 3.48138259288794, -76.51911307632962 3.481222433135761, -76.51914197483349 3.481209834586357, -76.5193731826204 3.4811494487543766, -76.51963328883528 3.4811131050080935, -76.51989339498924 3.4811348845516386, -76.52015350114216 3.4811868186603907, -76.52023034365092 3.4812098356017533, -76.52041360731364 3.481302021328669, -76.52067371355245 3.4814526373534322, -76.52069977215311 3.481471241333883, -76.52093381992235 3.481727008945874, -76.52093807210034 3.4817326469507797, -76.52103954217434 3.481994052585196, -76.52105802093388 3.482255458254627, -76.52098955629332 3.4825168639657877, -76.52098955641107 3.4827782696418383, -76.52093382036932 3.482868350991638, -76.52080615988733 3.4830396753819293, -76.52067371375118 3.483146815616006, -76.52046772491757 3.4833010810818754, -76.52041360699606 3.4833244362228784, -76.52015350018247 3.48341161889387, -76.51989339333433 3.4834799878902705, -76.51963328649052 3.483505689434032, -76.51937317973243 3.483451844919874, -76.51911307305033 3.483367641043093, -76.51895561163464 3.483301079711392, -76.51885296651821 3.483225921512144, -76.51863026488063 3.483039673425149, -76.51859286026031 3.482989660261701, -76.51847489584463 3.482778267418111, -76.51847489642023 3.4825168617422273, -76.51840792778926 3.4822554559135974, -76.51843204767341 3.4819940502898006, -76.51853263196232 3.4817326448322765, -76.51859286306517 3.4816394318791803, -76.51874210873197 3.481471239579834))",75
31,"MULTILINESTRING ((-76.49285560975419 3.4809480213745827, -76.49289920116722 3.481209428313753, -76.49284234816785 3.481328818176165, -76.49276389160784 3.4814708299717942, -76.49258223580317 3.48153784805544, -76.49232212519914 3.4816839099485657, -76.4921691191267 3.4817322178301318, -76.49206201722349 3.4817398639537664, -76.49195286657738 3.4817322112674667, -76.49180191286145 3.4816756729574667, -76.49154181132411 3.481520341699761, -76.4915118641174 3.4814707920815593, -76.49147268290919 3.4812093852191057, -76.49149820838691 3.4809479803579455, -76.49154183271025 3.48082138246206, -76.49172720825732 3.480686581761867, -76.49180194390095 3.4806520376218986, -76.49206205147017 3.480600155292209, -76.4923221570987 3.4806125279033697, -76.49256855750221 3.4806866072090363, -76.49258226074602 3.480692318920241, -76.49284235995214 3.4809256002552975, -76.49285560975419 3.4809480213745827))",85
32,"MULTILINESTRING ((-76.50298651188854 3.480162300507893, -76.50298290637639 3.4801640484581133, -76.50298290153258 3.480425454135063, -76.50272639812741 3.4805806305181726, -76.50257098661996 3.480686852012393, -76.5024662876473 3.480814925205508, -76.50238071799242 3.4809482540225463, -76.5023166836076 3.481209658452653, -76.5023990641899 3.4814710657195542, -76.50246627413026 3.4815233948117212, -76.5027263798413 3.4815530672387887, -76.50298648688971 3.481511476153198, -76.50300683213727 3.4814710772760753, -76.50324659862244 3.481212083325696, -76.50324899468998 3.4812096760996423, -76.5033687193807 3.480948272625621, -76.50329708879832 3.4806868656372996, -76.50324660908854 3.4806387621118517, -76.50298960227288 3.4804254542604176, -76.50298960711484 3.4801640485834584, -76.50298651188854 3.480162300507893))",70
33,"MULTILINESTRING ((-76.49317155117524 3.480686624983457, -76.49320299103313 3.480948031556204, -76.49318293858745 3.4812094366270623, -76.49310245208171 3.4814077216830577, -76.49306056242024 3.481470838705388, -76.49284234097072 3.4815750567030883, -76.49258223063397 3.481713050607147, -76.49255390857253 3.481732229384298, -76.49232212161905 3.481804130425955, -76.49206201406804 3.4818448567193268, -76.4918019069939 3.4818691415683296, -76.49154180165023 3.4818364651849842, -76.49140377504489 3.4817321943803328, -76.491281704486 3.4815394744729944, -76.49119555873155 3.481470782245099, -76.49103586331896 3.4812093715896677, -76.49102161076972 3.481137004484424, -76.49097738696442 3.480947964099603, -76.49101561852393 3.4806865596512258, -76.4910216252036 3.480673536361424, -76.49116342141537 3.480425158634652, -76.49116342951588 3.480163752979949, -76.49128175061654 3.4800450281024413, -76.49139699308249 3.4799023546018897, -76.49154186464139 3.479777519916084, -76.4918019717658 3.479732839933685, -76.49206207761904 3.479729684636918, -76.49232218230354 3.4797657605661416, -76.4925822857326 3.4798451005866897, -76.49269491087432 3.4799023939902725, -76.49284238760063 3.4799793777182857, -76.49306759541682 3.4801638106297137, -76.49306758784098 3.4804252162887552, -76.49310247946082 3.4804619753043764, -76.49317155117524 3.480686624983457))",80
